grade,track,subject,book,chapter,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_type,source_year
هشتم,,قرآن,قرآن,بخش 4,احترام,,متوسط,احترام به والدین در قرآن چه جایگاهی دارد؟,ارزشمند,بی‌اهمیت,ممنوع,اختیاری در همه شرایط,A,احترام به والدین مورد تأکید آموزه‌های دینی است.,ترنم همدلی,original,1405
هشتم,,قرآن,قرآن,بخش 5,شکر,,متوسط,شکرگزاری یعنی چه؟,شناخت نعمت و قدردانی,نادیده گرفتن نعمت,اسراف,ناامیدی,A,شکر شامل شناخت نعمت و قدردانی است.,ترنم همدلی,original,1405
هشتم,,قرآن,قرآن,بخش 6,عمل صالح,,متوسط,عمل صالح چیست؟,کار شایسته,کار زیان‌آور,دروغ,ظلم,A,عمل صالح یعنی رفتار شایسته و نیک.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 1,عددهای صحیح و گویا,,متوسط,حاصل  -3+8  کدام است؟,3,5,-5,11,B,-3+8=5.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 2,جبر و عبارت‌ها,,متوسط,اگر x=4 باشد، مقدار 3x-2 چیست؟,8,10,12,14,B,3×4-2=10.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 3,توان و ریشه,,متوسط,کدام گزینه برابر 2^5 است؟,10,16,32,64,C,2^5=32.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 4,هندسه,,متوسط,مجموع زاویه‌های داخلی مثلث چند درجه است؟,90,180,270,360,B,مجموع زاویه‌های داخلی مثلث 180 درجه است.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 5,تناسب و درصد,,متوسط,25 درصد عدد 80 چند است؟,10,15,20,25,C,80×0.25=20.,ترنم همدلی,original,1405
نهم,,ریاضی,ریاضی,بخش 6,احتمال و آمار,,متوسط,میانگین 4، 6 و 8 چند است؟,5,6,7,8,B,(4+6+8)÷3=6.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 1,اندازه‌گیری,,متوسط,واحد SI طول کدام است؟,سانتی‌متر,متر,کیلومتر,میلی‌متر,B,واحد پایه طول در SI متر است.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 2,ماده و تغییرات,,متوسط,کدام مورد تغییر فیزیکی است؟,سوختن چوب,زنگ‌زدن آهن,ذوب شدن یخ,پختن غذا,C,در ذوب شدن یخ ماده جدیدی تشکیل نمی‌شود.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 3,انرژی,,متوسط,کدام منبع تجدیدپذیر است؟,نفت,زغال‌سنگ,باد,گاز طبیعی,C,باد منبع انرژی تجدیدپذیر است.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 4,زیست و بدن,,متوسط,واحد بنیادی حیات چیست؟,بافت,سلول,اندام,دستگاه,B,سلول واحد بنیادی حیات است.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 5,نیرو و حرکت,,متوسط,واحد نیرو در SI چیست؟,ژول,وات,نیوتن,پاسکال,C,واحد نیرو نیوتن است.,ترنم همدلی,original,1405
نهم,,علوم,علوم,بخش 6,زمین و فضا,,متوسط,کدام لایه زمین ضخیم‌تر از پوسته است؟,هسته,گوشته,جو,آب‌کره,B,گوشته زیر پوسته قرار دارد و بسیار ضخیم‌تر است.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 1,واژگان,,متوسط,کدام واژه با «کوشش» هم‌معنی است؟,تلاش,آرامش,دانش,آرایش,A,تلاش با کوشش هم‌معناست.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 2,دستور زبان,,متوسط,در جمله «دانش‌آموز کتاب را خواند»، مفعول کدام است؟,دانش‌آموز,کتاب,خواند,را,B,کتاب مفعول است و «را» نشانه مفعول است.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 3,آرایه ادبی,,متوسط,در «لبش چون لعل بود» کدام آرایه برجسته است؟,تشبیه,تضاد,جناس,کنایه,A,لب به لعل تشبیه شده است.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 4,املاء,,متوسط,کدام گزینه درست نوشته شده است؟,مسئول,مسول,مسئولل,مسعول,A,املای درست «مسئول» است.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 5,معنی و مفهوم,,متوسط,مفهوم «از تو حرکت، از خدا برکت» چیست؟,بی‌تلاشی,ضرورت تلاش,ترس از آینده,بی‌نظمی,B,ضرب‌المثل بر نقش تلاش انسان تأکید دارد.,ترنم همدلی,original,1405
نهم,,فارسی,فارسی,بخش 6,نگارش,,متوسط,کدام مورد برای یک بند منسجم ضروری‌تر است؟,بی‌ربطی جمله‌ها,وحدت موضوع,تکرار واژه‌ها,حذف جمله اصلی,B,وحدت موضوع انسجام بند را بیشتر می‌کند.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 1,ترجمه,,متوسط,معنی «هؤلاء الطلاب» چیست؟,آن دانش‌آموزان,این دانش‌آموزان,این معلم,آن معلمان,B,هؤلاء برای اشاره نزدیک جمع است.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 2,اسم اشاره,,متوسط,کدام گزینه برای مفرد مذکر نزدیک درست است؟,هذه,هؤلاء,هذا,ذلک,C,هذا برای مفرد مذکر نزدیک است.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 3,فعل ماضی,,متوسط,معنی «کَتَبَ» چیست؟,می‌نویسد,نوشت,خواهد نوشت,بخوان,B,کَتَبَ فعل ماضی به معنی نوشت است.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 4,مفرد و جمع,,متوسط,جمع «کتاب» در عربی کدام است؟,کتابات,کتب,کاتبون,مکتب,B,جمع مکسر کتاب، کتب است.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 5,ضمیر,,متوسط,«هُوَ» به چه معناست؟,او مذکر,او مؤنث,آن دو,آنان,A,هو ضمیر مفرد مذکر است.,ترنم همدلی,original,1405
نهم,,عربی,عربی,بخش 6,صفت و موصوف,,متوسط,در «الطالبُ المجتهدُ» کدام واژه صفت است؟,الطالب,المجتهد,ال,هیچ‌کدام,B,المجتهد صفت الطالب است.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 1,واژگان,,متوسط,"meaning of ""book"" چیست؟",مدرسه,کتاب,دفتر,مداد,B,book یعنی کتاب.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 2,افعال be,,متوسط,کدام جمله درست است؟,He are a student.,He is a student.,He am a student.,He be a student.,B,برای he از is استفاده می‌شود.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 3,گذشته ساده,,متوسط,گذشته فعل go کدام است؟,goed,gone,went,going,C,گذشته ساده go، went است.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 4,متضادها,,متوسط,opposite of expensive چیست؟,cheap,large,strong,early,A,cheap متضاد expensive است.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 5,ضمیرها,,متوسط,کدام ضمیر برای «مریم و من» مناسب است؟,he,she,we,it,C,برای مریم و من از we استفاده می‌شود.,ترنم همدلی,original,1405
نهم,,انگلیسی,انگلیسی,بخش 6,حال ساده,,متوسط,کدام جمله درست است؟,She play tennis.,She plays tennis.,She playing tennis.,She played tennis every day.,B,در سوم‌شخص مفرد فعل حال ساده معمولاً s می‌گیرد.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 1,جغرافیا,,متوسط,کدام مورد از عناصر آب‌وهواست؟,دما,تعداد مدرسه,تعداد خودرو,نوع زبان,A,دما از عناصر آب‌وهواست.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 2,تاریخ,,متوسط,منبع دست‌اول تاریخی کدام است؟,خاطرات شاهد رویداد,کتاب درسی جدید,خلاصه اینترنتی,نظر دانش‌آموز,A,خاطرات شاهد مستقیم منبع دست‌اول محسوب می‌شود.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 3,مدنی,,متوسط,کدام مورد نمونه مسئولیت شهروندی است؟,رعایت قانون,بی‌توجهی به حقوق دیگران,تخریب اموال عمومی,فرار از مسئولیت,A,رعایت قانون از مسئولیت‌های شهروندی است.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 4,نقشه,,متوسط,مقیاس نقشه چه چیزی را نشان می‌دهد؟,رابطه فاصله روی نقشه و واقعیت,جهت شمال,ارتفاع کوه,جمعیت شهر,A,مقیاس رابطه فاصله نقشه با فاصله واقعی را نشان می‌دهد.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 5,اقتصاد خانواده,,متوسط,پس‌انداز چه فایده‌ای دارد؟,افزایش هزینه‌های غیرضروری,آمادگی برای نیازهای آینده,حذف بودجه,افزایش بدهی,B,پس‌انداز برای نیازهای آینده مفید است.,ترنم همدلی,original,1405
نهم,,مطالعات اجتماعی,مطالعات اجتماعی,بخش 6,جامعه,,متوسط,قانون چه نقشی در جامعه دارد؟,ایجاد نظم,افزایش بی‌نظمی,حذف مسئولیت,کاهش همکاری,A,قانون به ایجاد نظم و تنظیم روابط کمک می‌کند.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 1,توحید,,متوسط,توحید به چه معناست؟,یگانگی خداوند,تعدد خدایان,انکار خدا,پرستش انسان,A,توحید یعنی یگانگی خداوند.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 2,نبوت,,متوسط,پیامبران برای چه هدفی فرستاده شدند؟,هدایت انسان,افزایش ثروت,رقابت سیاسی,حذف اختیار,A,هدف اصلی رسالت، هدایت انسان‌هاست.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 3,معاد,,متوسط,معاد به چه معناست؟,بازگشت و زندگی پس از مرگ,تولد دوباره زمین,تغییر فصل,سفر زمینی,A,معاد به زندگی پس از مرگ اشاره دارد.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 4,اخلاق,,متوسط,کدام رفتار نمونه امانت‌داری است؟,حفظ مال سپرده‌شده,پنهان کردن خیانت,تخریب مال دیگران,دروغ‌گویی,A,حفظ امانت نشانه امانت‌داری است.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 5,نماز,,متوسط,نماز در آموزه‌های اسلامی چه جایگاهی دارد؟,عبادت مهم,فعالیت اقتصادی,تفریح,درس مدرسه,A,نماز از عبادت‌های مهم اسلامی است.,ترنم همدلی,original,1405
نهم,,پیام‌های آسمان,پیام‌های آسمان,بخش 6,مسئولیت,,متوسط,امر به معروف با چه هدفی انجام می‌شود؟,تقویت رفتار درست,تحقیر دیگران,ایجاد دشمنی,بی‌قانونی,A,هدف آن دعوت به کار نیک و اصلاح است.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 1,تلاوت,,متوسط,تلاوت قرآن یعنی چه؟,خواندن قرآن,نوشتن تاریخ,محاسبه,نقاشی,A,تلاوت یعنی خواندن قرآن.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 2,تدبر,,متوسط,تدبر در قرآن چه معنایی دارد؟,اندیشیدن در مفاهیم آیات,حفظ بدون فهم,ترجمه ماشینی,بی‌توجهی,A,تدبر به اندیشیدن و تأمل در آیات اشاره دارد.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 3,اخلاق قرآنی,,متوسط,کدام رفتار با آموزه‌های قرآنی سازگارتر است؟,راستگویی,دروغ,ظلم,خیانت,A,راستگویی از فضایل اخلاقی است.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 4,احترام,,متوسط,احترام به والدین در قرآن چه جایگاهی دارد؟,ارزشمند,بی‌اهمیت,ممنوع,اختیاری در همه شرایط,A,احترام به والدین مورد تأکید آموزه‌های دینی است.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 5,شکر,,متوسط,شکرگزاری یعنی چه؟,شناخت نعمت و قدردانی,نادیده گرفتن نعمت,اسراف,ناامیدی,A,شکر شامل شناخت نعمت و قدردانی است.,ترنم همدلی,original,1405
نهم,,قرآن,قرآن,بخش 6,عمل صالح,,متوسط,عمل صالح چیست؟,کار شایسته,کار زیان‌آور,دروغ,ظلم,A,عمل صالح یعنی رفتار شایسته و نیک.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 1,واژگان,,متوسط,واژه «فرهیخته» به کدام معنا نزدیک‌تر است؟,دانشمند,بی‌تجربه,کم‌حوصله,بی‌تفاوت,A,فرهیخته به فرد دانش‌آموخته و اهل فرهنگ گفته می‌شود.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 2,آرایه,,متوسط,در «قد سرو» کدام آرایه دیده می‌شود؟,تشبیه,تضاد,جناس,سجع,A,قد به سرو مانند شده است.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 3,دستور,,متوسط,در «دانش‌آموزان درس را خواندند» نهاد کدام است؟,درس,دانش‌آموزان,را,خواندند,B,انجام‌دهنده فعل نهاد است.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 4,املاء,,متوسط,کدام واژه درست است؟,تأثیر,تاثیر,تأثیرر,تاثیر,A,املای معیار «تأثیر» است.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 5,قرابت,,متوسط,کدام مفهوم به ارزش دانش نزدیک‌تر است؟,دانایی عامل رشد است,ثروت همیشه کافی است,تلاش بی‌فایده است,یادگیری بی‌ارزش است,A,مفهوم بر اهمیت دانش تأکید دارد.,ترنم همدلی,original,1405
دهم,تجربی,فارسی,فارسی,بخش 6,نگارش,,متوسط,مقدمه خوب چه ویژگی دارد؟,ارتباط با موضوع,بی‌ربطی,تکرار نتیجه,حذف موضوع,A,مقدمه باید زمینه موضوع را فراهم کند.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 1,ترجمه,,متوسط,معنی «الطلابُ مجتهدون» چیست؟,دانش‌آموزان کوشا هستند,دانش‌آموز کوشاست,معلمان کوشا هستند,دانش‌آموزان غایب‌اند,A,ترجمه جمله همین است.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 2,اسم فاعل,,متوسط,اسم فاعل «کاتب» به چه معناست؟,نویسنده/نویسنده‌کننده,نوشته‌شده,کتاب,خوانده‌شده,A,کاتب اسم فاعل از کتب است.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 3,فعل مضارع,,متوسط,«یذهب» چه زمانی را نشان می‌دهد؟,مضارع,ماضی,امر,نهی,A,یذهب فعل مضارع است.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 4,عدد,,متوسط,«ثلاثة» چه عددی است؟,دو,سه,چهار,پنج,B,ثلاثة یعنی سه.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 5,جمع,,متوسط,جمع «معلم» کدام است؟,معلمان,معلمون,تعلیم,معلومة,B,در حالت رفع جمع مذکر سالم «معلمون» است.,ترنم همدلی,original,1405
دهم,تجربی,عربی,عربی,بخش 6,مفعول,,متوسط,در «قرأ الطالبُ الکتابَ» مفعول چیست؟,الطالب,قرأ,الکتاب,هیچ‌کدام,C,الکتاب مفعول فعل قرأ است.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 1,توحید,,متوسط,توحید در ربوبیت به چه معناست؟,خداوند مدبر جهان است,انکار خدا,چندخدایی,بی‌نیازی از هدایت,A,ربوبیت به تدبیر و پروردگاری خداوند اشاره دارد.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 2,نبوت,,متوسط,یکی از نیازهای انسان به پیامبران چیست؟,هدایت الهی,افزایش ثروت,حل همه مسائل علمی,حذف اختیار,A,پیامبران راه هدایت الهی را ارائه می‌کنند.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 3,معاد,,متوسط,باور به معاد چه اثری می‌تواند داشته باشد؟,مسئولیت‌پذیری,بی‌تفاوتی,بی‌قانونی,ناامیدی,A,باور به حسابرسی می‌تواند مسئولیت‌پذیری را تقویت کند.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 4,اخلاق,,متوسط,اخلاص یعنی چه؟,انجام عمل برای رضای خدا,انجام کار برای شهرت,ترس از مردم,خودنمایی,A,اخلاص به نیت الهی در عمل اشاره دارد.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 5,اختیار,,متوسط,اختیار انسان با مسئولیت چه ارتباطی دارد؟,انتخاب زمینه مسئولیت است,هیچ ارتباطی ندارد,اختیار مسئولیت را حذف می‌کند,مسئولیت را ناممکن می‌کند,A,مسئولیت اخلاقی بر انتخاب آگاهانه استوار است.,ترنم همدلی,original,1405
دهم,تجربی,دین و زندگی,دین و زندگی,بخش 6,هدایت,,متوسط,عقل و وحی چه نقشی در هدایت دارند؟,راهنمایی انسان,ایجاد سردرگمی,حذف انتخاب,افزایش جهل,A,هر دو در چارچوب آموزه دینی ابزار هدایت‌اند.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 1,واژگان,,متوسط,"meaning of ""benefit"" چیست؟",فایده,خطر,هزینه,شکست,A,benefit یعنی فایده.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 2,گرامر,,متوسط,کدام جمله درست است؟,She has finished her work.,She have finished.,She finish has.,She finishing has.,A,ساختار حال کامل برای she با has است.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 3,مجهول,,متوسط,کدام جمله مجهول است؟,Ali wrote the letter.,The letter was written by Ali.,Ali writes letters.,Ali is writing.,B,در جمله دوم فاعل گیرنده عمل است.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 4,شرطی,,متوسط,کدام جمله شرطی نوع اول است؟,"If it rains, we will stay home.","If it rained, we would stay.","If it had rained, we would have stayed.",It rains yesterday.,A,شرطی نوع اول معمولاً if+حال و will دارد.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 5,درک مطلب,,متوسط,برای فهم ایده اصلی متن چه چیزی مهم است؟,تمرکز بر پیام کلی,حفظ همه کلمات,نادیده گرفتن عنوان,فقط ترجمه یک جمله,A,ایده اصلی پیام کلی متن است.,ترنم همدلی,original,1405
دهم,تجربی,زبان انگلیسی,زبان انگلیسی,بخش 6,واژگان,,متوسط,"opposite of ""increase"" چیست؟",decrease,improve,expand,raise,A,decrease متضاد increase است.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 1,یاخته,,متوسط,میتوکندری چه نقشی دارد؟,تولید ATP,ساخت دیواره,ذخیره DNA در همه سلول‌ها,ساخت کلروفیل,A,میتوکندری محل اصلی تولید ATP در تنفس یاخته‌ای است.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 2,بافت,,متوسط,وظیفه اصلی بافت پوششی چیست؟,پوشش و حفاظت,انقباض,انتقال پیام عصبی,تولید گلبول قرمز,A,بافت پوششی سطوح را می‌پوشاند و حفاظت می‌کند.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 3,گوارش,,متوسط,بیشترین جذب مواد غذایی در کجاست؟,معده,روده باریک,روده بزرگ,مری,B,روده باریک محل اصلی جذب است.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 4,گردش خون,,متوسط,کدام رگ خون را از قلب دور می‌کند؟,سیاهرگ,سرخرگ,مویرگ,لنف,B,سرخرگ‌ها خون را از قلب دور می‌کنند.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 5,تنفس,,متوسط,محل اصلی تبادل گازها در شش چیست؟,نای,حبابک‌ها,حنجره,دیافراگم,B,تبادل گازها در حبابک‌ها انجام می‌شود.,ترنم همدلی,original,1405
دهم,تجربی,زیست‌شناسی,زیست‌شناسی دهم,بخش 6,ژنتیک,,متوسط,ژن چیست؟,بخشی از DNA با اطلاعات وراثتی,نوعی سلول,بافت,هورمون,A,ژن واحدی از اطلاعات وراثتی در DNA است.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 1,ساختار اتم,,متوسط,عدد اتمی چه چیزی را نشان می‌دهد؟,تعداد پروتون‌ها,تعداد نوترون‌ها,جرم اتم,تعداد لایه‌ها,A,عدد اتمی برابر تعداد پروتون‌هاست.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 2,پیوند,,متوسط,پیوند یونی معمولاً از چه راهی شکل می‌گیرد؟,انتقال الکترون,اشتراک کامل هسته,انتقال نوترون,تغییر پروتون,A,در پیوند یونی انتقال الکترون رخ می‌دهد.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 3,محلول,,متوسط,pH کمتر از 7 معمولاً نشان‌دهنده چیست؟,اسیدی بودن,بازی بودن,خنثی بودن,فلزی بودن,A,محلول‌های اسیدی pH کمتر از 7 دارند.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 4,استوکیومتری,,متوسط,جرم مولی آب تقریباً چقدر است؟,10,18,20,36,B,2×1+16=18 g/mol.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 5,اکسایش و کاهش,,متوسط,اکسایش در تعریف ساده به چه معناست؟,از دست دادن الکترون,گرفتن پروتون,از دست دادن نوترون,گرفتن هسته,A,اکسایش با از دست دادن الکترون همراه است.,ترنم همدلی,original,1405
دهم,تجربی,شیمی,شیمی دهم,بخش 6,شیمی آلی,,متوسط,متان چند اتم کربن دارد؟,1,2,4,8,A,فرمول متان CH4 است.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 1,حرکت,,متوسط,سرعت متوسط چگونه به‌دست می‌آید؟,مسافت تقسیم بر زمان,زمان تقسیم بر مسافت,جرم تقسیم بر نیرو,نیرو تقسیم بر جرم,A,v=Δx/Δt.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 2,نیرو,,متوسط,قانون دوم نیوتن کدام است؟,F=ma,F=m/a,F=a/m,F=m+a,A,قانون دوم نیوتن F=ma است.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 3,کار,,متوسط,اگر نیرو و جابه‌جایی هم‌جهت باشند، کار چگونه محاسبه می‌شود؟,W=Fd,W=F/d,W=d/F,W=F+d,A,در حالت هم‌جهت W=Fd.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 4,الکتریسیته,,متوسط,واحد مقاومت الکتریکی چیست؟,ولت,آمپر,اهم,وات,C,واحد مقاومت اهم است.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 5,موج,,متوسط,فرکانس چیست؟,تعداد نوسان در واحد زمان,زمان یک نوسان,طول مسیر,دامنه,A,فرکانس تعداد نوسان در واحد زمان است.,ترنم همدلی,original,1405
دهم,تجربی,فیزیک,فیزیک دهم,بخش 6,انرژی,,متوسط,انرژی جنبشی به چه عواملی وابسته است؟,جرم و سرعت,فقط جرم,فقط ارتفاع,فقط زمان,A,K=1/2 mv².,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 1,تابع,,متوسط,اگر f(x)=2x+1 باشد f(3) چند است؟,5,6,7,8,C,2×3+1=7.,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 2,معادله,,متوسط,حل 2x+6=14 چیست؟,2,3,4,5,C,2x=8 پس x=4.,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 3,حد,,متوسط,حد بیانگر چه مفهومی است؟,رفتار تابع نزدیک یک نقطه,فقط مقدار تابع در نقطه,مشتق همیشه,مساحت,A,حد رفتار تابع هنگام نزدیک شدن ورودی به نقطه را توصیف می‌کند.,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 4,مشتق,,متوسط,مشتق x² چیست؟,x,2x,x²,2,B,مشتق x² برابر 2x است.,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 5,احتمال,,متوسط,احتمال رخداد قطعی چیست؟,0,1,1/2,2,B,رخداد قطعی احتمال 1 دارد.,ترنم همدلی,original,1405
دهم,تجربی,ریاضی,ریاضی دهم,بخش 6,هندسه,,متوسط,شیب خط افقی چیست؟,1,-1,0,تعریف‌نشده,C,خط افقی شیب صفر دارد.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 1,واژگان,,متوسط,واژه «فرهیخته» به کدام معنا نزدیک‌تر است؟,دانشمند,بی‌تجربه,کم‌حوصله,بی‌تفاوت,A,فرهیخته به فرد دانش‌آموخته و اهل فرهنگ گفته می‌شود.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 2,آرایه,,متوسط,در «قد سرو» کدام آرایه دیده می‌شود؟,تشبیه,تضاد,جناس,سجع,A,قد به سرو مانند شده است.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 3,دستور,,متوسط,در «دانش‌آموزان درس را خواندند» نهاد کدام است؟,درس,دانش‌آموزان,را,خواندند,B,انجام‌دهنده فعل نهاد است.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 4,املاء,,متوسط,کدام واژه درست است؟,تأثیر,تاثیر,تأثیرر,تاثیر,A,املای معیار «تأثیر» است.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 5,قرابت,,متوسط,کدام مفهوم به ارزش دانش نزدیک‌تر است؟,دانایی عامل رشد است,ثروت همیشه کافی است,تلاش بی‌فایده است,یادگیری بی‌ارزش است,A,مفهوم بر اهمیت دانش تأکید دارد.,ترنم همدلی,original,1405
دهم,ریاضی,فارسی,فارسی,بخش 6,نگارش,,متوسط,مقدمه خوب چه ویژگی دارد؟,ارتباط با موضوع,بی‌ربطی,تکرار نتیجه,حذف موضوع,A,مقدمه باید زمینه موضوع را فراهم کند.,ترنم همدلی,original,1405
دهم,ریاضی,عربی,عربی,بخش 1,ترجمه,,متوسط,معنی «الطلابُ مجتهدون» چیست؟,دانش‌آموزان کوشا هستند,دانش‌آموز کوشاست,معلمان کوشا هستند,دانش‌آموزان غایب‌اند,A,ترجمه جمله همین است.,ترنم همدلی,original,1405
دهم,ریاضی,عربی,عربی,بخش 2,اسم فاعل,,متوسط,اسم فاعل «کاتب» به چه معناست؟,نویسنده/نویسنده‌کننده,نوشته‌شده,کتاب,خوانده‌شده,A,کاتب اسم فاعل از کتب است.,ترنم همدلی,original,1405
دهم,ریاضی,عربی,عربی,بخش 3,فعل مضارع,,متوسط,«یذهب» چه زمانی را نشان می‌دهد؟,مضارع,ماضی,امر,نهی,A,یذهب فعل مضارع است.,ترنم همدلی,original,1405
دهم,ریاضی,عربی,عربی,بخش 4,عدد,,متوسط,«ثلاثة» چه عددی است؟,دو,سه,چهار,پنج,B,ثلاثة یعنی سه.,ترنم همدلی,original,1405
